EIN,NAME,STREET,CITY,STATE,ZIP,INCOME_AMT,ASSET_AMT
936031557,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,PO BOX 3202,LA GRANDE,OR,97850-7202,135856,135028
930426379,EUREKA CEMETERY AND MAUSOLEUM ASSOCIATION,PO BOX 1762,NEWPORT,OR,97365-0128,135723,77876
931015277,AFRICAN AMERICAN HEALTH COALITION,2800 N VANCOUVER AVE STE 100,PORTLAND,OR,97227-1643,135691,591274
911827339,CENTRAL OREGON TRAIL ALLIANCE,PO BOX 555,BEND,OR,97709-0555,135592,149577
412261098,REAP FOUNDATION,PO BOX 170,ODELL,OR,97044-0170,135590,1049063
930880111,HEART OF THE VALLEY CHILDRENS CHOIR,425 SW MADISON AVE STE D,CORVALLIS,OR,97333-4729,135454,12922
931300861,LOCKARD FAMILY FOUNDATION,869 GOLDENROD CT,REEDSPORT,OR,97467-1908,135333,354307
811661342,HOOD RIVER SOARING,PO BOX 1441,HOOD RIVER,OR,97031-0441,135184,146109
930658352,SUMPTER VALLEY RAILROAD RESTORATION INC,PO BOX 389,BAKER CITY,OR,97814-0389,135116,753109
930884701,NEWBERG BOOSTER CLUB INC,PO BOX 831,NEWBERG,OR,97132-0831,135115,142296
30498375,CANBY JUNIOR BASKETBALL,PO BOX 1084,CANBY,OR,97013-1084,135060,25510
930383021,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,BPOE LODGE 1824 140 NE DAYTON ST,JOHN DAY,OR,97845-0000,134869,456506
930353761,ANCIENT & ACCEPTED SCOTTISH RITE OF FREE MASONRY SO JURIS USA,3581 LEAR WAY,MEDFORD,OR,97504-9759,134810,2318089
270488882,CERTIFIED ONIONS INC,PO BOX 1606,NYSSA,OR,97913-0106,134810,106628
475297578,FOR THE LOVE OF PAWS,725 SE MOSHER AVE,ROSEBURG,OR,97470-3959,134756,245650
930992727,ST ANTHONY HOSPITAL FOUNDATION,2801 ST ANTHONY WAY,PENDLETON,OR,97801-3800,134603,905424
201691293,HOFFMAN CENTER,PO BOX 678,MANZANITA,OR,97130-0678,134602,965562
931252040,NORTH LAKE WELLNESS CENTER,PO BOX 476,CHRISTMAS VLY,OR,97641-0476,134357,565375
931057037,NESTUCCA VALLEY EARLY LEARNING CENTER INC,PO BOX 33,CLOVERDALE,OR,97112-0033,134199,121627
461019480,OTHER SIDE OF BASKETBALL INC,SUITE 109 BOX 103,BEAVERTON,OR,97007-0000,134196,36368
930816862,FRIENDS OF THE HILLSBORO COMMUNITY SENIOR CENTER INC,750 SE 8TH AVE,HILLSBORO,OR,97123-4544,134077,181363
936028091,OREGON NATIONAL GUARD ASSOCIATION,PO BOX 14350,SALEM,OR,97309-5047,133971,121869
930716075,DOUGLAS COUNTY ASSOCIATION OF REALTORS,3510 NE EDENBOWER ST,ROSEBURG,OR,97470-1212,133774,522299
475292006,OREGON ACTE INC,PO BOX 17041,SALEM,OR,97305-7041,133407,210385
900037691,SERVICE EMPLOYEES INTERNATIONAL UNION,PO BOX 12159,SALEM,OR,97309-0159,133339,158244
931292427,BEAVERTON POLICE ASSOCIATION,PO BOX 1807,BEAVERTON,OR,97075-1807,133266,348815
930856470,COLUMBIA COUNTY SELF-HELP,PO BOX 25,ST HELENS,OR,97051-0025,133182,1194814
931240331,MID-VALLEY FELLOWSHIP,PO BOX 3141,ALBANY,OR,97321-0703,133151,286118
930513770,ROTARY INTERNATIONAL,PO BOX 1344,COOS BAY,OR,97420-0345,132995,151413
930814486,LITTLE LEAGUE BASEBALL INC,PO BOX 783,REDMOND,OR,97756-0167,132864,141959
453478841,CHILDREN S REPERTORY OF OREGON WORKSHOPS INC,83455 S COVE WAY,FLORENCE,OR,97439-8365,132744,174346
931147600,COOS BAY RESPONSE COOPERATIVE INC,PO BOX 1135,COOS BAY,OR,97420-0252,132402,523638
270075988,SUNSET APOLLO BASEBALL CLUB,PO BOX 91281,PORTLAND,OR,97291-0005,132297,64689
814325149,SEE TURTLES,7227 SW LINETTE WAY,BEAVERTON,OR,97007-5095,132284,49583
200733873,WOMENS CIVIC IMPROVEMENT LEAGUE,501 NW BOND STREET,BEND,OR,97703-3309,132243,42411
462422881,CORNER CUP INCORPORATED,100 E MAIN ST,JOHN DAY,OR,97845-1211,131760,200
930697597,SHERMAN COUNTY HISTORICAL SOCIETY MUSEUM FUND,PO BOX 173,MORO,OR,97039-0173,131673,430826
261860830,ETHIOPIAN ORPHAN RELIEF INC,3020 SW CHRISTY AVE,BEAVERTON,OR,97005-1548,131533,195220
930643165,PENDLETON SWIM ASSOCIATION INC,PO BOX 431,PENDLETON,OR,97801-0431,131519,141534
931219346,PARTNERS IN EDUCATION,1441 DEBORAH RD,NEWBERG,OR,97132-2026,131505,62705
931215915,ALBERTA STREET APARTMENTS PRESERVATION INC,1488 NE ALBERTA ST,PORTLAND,OR,97211-5062,131365,590590
205998294,SOUTHRIDGE INSTRUMENTAL MUSIC AND DANCE ENSEMBLES INC,9625 SW 125TH AVE,BEAVERTON,OR,97008-7755,131317,50661
237025426,INTERNATIONAL CONFERENCE OF SPORTS CAR CLUBS INC,PO BOX 1977,NORTH PLAINS,OR,97133-1977,131246,105491
271729005,FOUNDATION FOR SURGICAL INNOVATION,4805 NE GLISAN ST SUITE 6N60,PORTLAND,OR,97213-2933,131045,533032
931014376,BLUE MOUNTAIN BASKETBALL OFFICIALS ASSOCIATION,33150 W SPEARMAN RD,HERMISTON,OR,97838-7320,130988,4034
930962056,EDUCATION TOGETHER FOUNDATION INC,PO BOX 523,JUNCTION CITY,OR,97448-0523,130842,1721093
911466642,NORTHWEST AUTOMOTIVE PRESS ASSOCIATION,PO BOX 8074,PORTLAND,OR,97207-8074,130722,110047
943070287,NORTH LINCOLN COUNTY HISTORICAL MUSEUM INC,4907 SW HIGHWAY 101,LINCOLN CITY,OR,97367-1417,130453,412880
463409215,SCIO SCHOOL DISTRICT FOUNDATION INC,38875 NW 1ST AVE,SCIO,OR,97374-9501,130323,147789
930329216,LAKE COUNTY CHAMBER OF COMMERCE,126 N E ST,LAKEVIEW,OR,97630-1526,130037,171727
204117517,FRIENDS OF THE WILLAMETTE VALLEYNATIONAL WILDLIFE REFUGE COMPLEX,PO BOX 2238,CORVALLIS,OR,97339-2238,129920,262657
812047068,DONALD SLAUGHTER SCHOLARSHIP INC,110 N 2ND ST,SILVERTON,OR,97381-1702,129919,3540576
931282723,BENTON FURNITURE SHARE,PO BOX 2224,CORVALLIS,OR,97339-2224,129834,8900
453456890,DALLES MAIN STREET PROGRAM,PO BOX 544,THE DALLES,OR,97058-0544,129660,86061
261514610,CANINE ANGELS SERVICE TEAMS,13475 N APPLEGATE RD,GRANTS PASS,OR,97527-9452,129553,54980
472304060,UGANDA FISTULA FUND FOR TERREWODE,2293 ALDER ST,EUGENE,OR,97405-2943,129545,202355
943107840,LIBRARY FOUNDATION OF HILLSBORO,2850 NE BROOKWOOD PKWY,HILLSBORO,OR,97124-5327,129225,501626
930722363,CANNON BEACH LIBRARY,PO BOX 486,CANNON BEACH,OR,97110-0486,129206,377722
300449673,OREGON ORAL HEALTH COALITION,9140 SW PIONEER CT STE E,WILSONVILLE,OR,97070-9622,129137,153642
455579768,PTA OREGON CONGRESS,1025 ROSEMONT RD,WEST LINN,OR,97068-9247,128920,122267
931299899,JACKSONVILLE COMMUNITY CENTER,PO BOX 1435,JACKSONVILLE,OR,97530-1435,128876,709510
931043197,SOUTHERN OREGON GROWERS ASSOCIATION,PO BOX 1053,GRANTS PASS,OR,97528-0088,128872,46986
931284549,MARGARET WATT EDWARDS FOUNDATION,5000 SW HEWETT BLVD,PORTLAND,OR,97221-2206,128867,1232877
10862616,SHALOM PRAYER CENTER,840 S MAIN ST,MOUNT ANGEL,OR,97362-9608,128745,1
931292596,CITIZENS FOR SAFE SCHOOLS,PO BOX 243,KLAMATH FALLS,OR,97601-0011,128644,57306
930623144,ROTARY INTERNATIONAL,PO BOX 55,SPRINGFIELD,OR,97477-0003,128522,142695
272850103,ACTION PAYEE SERVICES INC,PO BOX 23847,TIGARD,OR,97281-3847,128476,83143
472672518,JOY OF IT INC,5285 MEADOWS ROAD,LAKE OSWEGO,OR,97035-3397,128384,19786
936042046,SOUTHERN OREGON LIONS SIGHT & HEARING CENTER INC,228 N HOLLY ST,MEDFORD,OR,97501-2620,128378,1649944
930952202,OREGON SHORES CONSERVATION COALITION,PO BOX 33,SEAL ROCK,OR,97376-0033,128338,82870
930810920,SEASIDE ROTARY FOUNDATION INC,PO BOX 634,SEASIDE,OR,97138-0634,128318,720216
261571878,TUALATIN LACROSSE CLUB,16869 SW 65TH AVE,LAKE OSWEGO,OR,97035-7865,128118,100494
930812837,COLUMBIA COUNTY LEGAL AID INC,PO BOX 1400,SAINT HELENS,OR,97051-8400,128030,206895
61824792,KLAMATH RIVERKEEPER,1467 SISKIYOU BLVD,ASHLAND,OR,97520-2336,127987,153041
208552744,SOMOS HISPANAS UNIDAS SILVERTON,512 N 1ST ST,SILVERTON,OR,97381-1402,127965,2791
931155565,OREGON ON SITE WASTEWATER ASSOCIATION,70 SW CENTURY DRIVE PMB 353,BEND,OR,97702-3557,127868,267210
931275613,INEI-RE,2121 REED RD,HOOD RIVER,OR,97031-9656,127841,192405
237355533,LITTLE LEAGUE BASEBALL INC,PO BOX 230359,TIGARD,OR,97281-0359,127677,95102
931061006,CORVALLIS-ALBANY FARMERS MARKETS,PO BOX 2602,CORVALLIS,OR,97339-2602,127635,63827
930737312,FRIENDS OF THE LEDDING LIBRARY OF MILWAUKIE,10660 SE 21ST AVE,PORTLAND,OR,97222-7560,127558,130238
931123991,NORTH COUNTY FOOD BANK,PO BOX 162,WHEELER,OR,97147-0162,127538,469351
943164869,SAINT ALPHONSUS FOUNDATION-BAKER CITY INC,3325 POCAHONTAS RD,BAKER CITY,OR,97814-1464,127484,973151
931166961,AMIGOS EYE CARE,2043 COLLEGE WAY,FOREST GROVE,OR,97116-1756,127462,136492
931037644,CANBY ROTARY FOUNDATION INC,PO BOX 926,CANBY,OR,97013-0926,127456,520553
931313422,OUTREACH GOSPEL MISSION,PO BOX 993,BROOKINGS,OR,97415-1200,127452,420891
262239916,FRIENDS OF WESTSIDE VILLAGE MAGNET SCHOOL,1101 NW 12TH ST,BEND,OR,97703-2201,127449,33003
260799085,NATIONAL ASSISTANCE LEAGUE,PO BOX 596,ASTORIA,OR,97103-0596,127388,200042
453558243,PROVIDING OPPORTUNITY FOR SELF IMPROVEMENT CABARETE DOMINICAN REP,85017 S WILLAMETTE ST,EUGENE,OR,97405-9500,127353,34004
930624954,OREGON COUNCIL OF POLICE ASSOCIATIONS,3760 MARKET STREET NE NO 229,SALEM,OR,97301-1826,127204,276408
760704869,SHERWOOD HIGH SCHOOL ATHLETIC CLUB,16956 SW MEINECKE RD,SHERWOOD,OR,97140-9061,127109,120466
474088854,SAVING GRACE MATERNITY HOME,6789 SE LOIS ST,HILLSBORO,OR,97123-3670,126812,183033
930843715,NORTH-NORTHEAST BUSINESS,PO BOX 11565,PORTLAND,OR,97211-0565,126800,33645
931247456,OREGON FIRE ARMS FEDERATION,PO BOX 556,CANBY,OR,97013-0556,126621,77342
432057140,CRESCENT ISLAMIC MONTESSORI SCHOOL,16830 SW BLANTON ST,BEAVERTON,OR,97078-1905,126607,214238
943032558,RALEIGH PARK PARENTS AND TEACHERS CLUB,3670 SW 78TH AVE,PORTLAND,OR,97225-3010,126561,89917
931101518,FORESTS TODAY AND FOREVER,PO BOX 10086,EUGENE,OR,97440-2086,126448,131414
930963972,COLUMBIA RIVER SHIPPERS ASSOCIATION,200 SW MARKET ST STE L190,PORTLAND,OR,97201-5711,126201,240752
237351232,AMERICAN ASSOCIATION FOR WOMEN IN COMMUNITY COLLEGES,PO BOX 14007,SALEM,OR,97309-7070,126128,498428
930672558,ROTARY INTERNATIONAL,PO BOX 363,CORVALLIS,OR,97339-0363,126061,46598
161332235,ASSOCIATION FOR UNCERTAINTY IN ARTIFICIAL INTELLIGENCE INC,PO BOX 866,CORVALLIS,OR,97339-0866,126010,274394
931282682,SHEPHERDS WAY,2321 CAL YOUNG RD,EUGENE,OR,97401-6443,125762,15465
710958638,KLAMATH OUTDOOR SCIENCE SCHOOL,PO BOX 721,KLAMATH FALLS,OR,97601-0039,125532,194536
931302993,NEWPORT SWIM TEAM INC,PO BOX 451,NEWPORT,OR,97365-0031,125217,34464
931095466,WILLIAM R & MARJORY G VARITZ FOUNDATION,2165 SW MAIN ST,PORTLAND,OR,97205-1173,125119,13986
311697162,CLACKAMAS RESIDENTIAL OPTIONS INC,13819 SE MCLOUGHLIN BLVD,MILWAUKIE,OR,97222-7161,125038,1461527
203125804,STAGED-PORTLANDS MUSICAL THEATRE SERIES,1515 SW MORRISON ST STE 204,PORTLAND,OR,97205-1814,125036,22556
942654562,ALBANY GUN CLUB,35305 HIGHWAY 20 SE,ALBANY,OR,97322-9766,124919,60190
461844550,MASONRY & TILE INDUSTRY LABOR MANAGEMENT COOPERATION COMMITTEE,9848 E BURNSIDE ST,PORTLAND,OR,97216-2330,124907,663274
930515824,WASHINGTON COUNTY FARM BUREAU,885 SW BASELINE ST,HILLSBORO,OR,97123-3818,124847,487068
931069819,KENO WATER COMPANY INC,PO BOX 771,KENO,OR,97627-0771,124696,1798157
205658787,CORBETT SCHOOLS BOOSTER CLUB,PO BOX 191,CORBETT,OR,97019-0191,124609,49397
200792434,PORTLAND EXPERIMENTAL THEATRE ENSEMBLE,1531 NE SCHUYLER ST,PORTLAND,OR,97212-4449,124548,48993
931310653,FRIENDS OF PETS OF KLAMATH BASIN INC,4809 ALTAMONT DR,KLAMATH FALLS,OR,97603-7815,124445,313042
936040643,BARNSTORMERS THEATRE,112 NE EVELYN AVE,GRANTS PASS,OR,97526-1427,124428,229473
930849041,OREGON CHILDRENS CHOIR ASSOCIATION INC,PO BOX 11007,EUGENE,OR,97440-3007,124387,34570
20730472,SOUTH SALEM ATHLETIC BOOSTER CLUB INC,1910 CHURCH ST SE,SALEM,OR,97302-3018,124097,58892
930680196,OREGON CHAPTER ASSOCIATED PUBLIC SAFETY COMMUNICATIONS OFFICERS,PO BOX 2024,SALEM,OR,97308-2024,124067,262462
931043318,ZONTA SERVICE FOUNDATION OF CORVALLIS,PO BOX 792,CORVALLIS,OR,97339-0792,124034,416738
930607258,OREGON STATE ASSOCIATION OF,PO BOX 13141,SALEM,OR,97309-1141,124024,17160
208443275,COLUMBIA GORGE CASA,PO BOX 663,HOOD RIVER,OR,97031-0021,123949,29833
273017623,COLOMBIA GRACE FOUNDATION,PO BOX 626,LA PINE,OR,97739-0626,123830,286793
931100605,OREGON FIRE SERVICE MUSEUM MEMORIAL & LEARNING CENTER,1284 COURT ST NE,SALEM,OR,97301-4125,123761,398340
930570878,LAKE CREEK YOUTH RECREATIONAL CAMP INC,PO BOX 542,JOHN DAY,OR,97845-0542,123694,64407
931129860,SPECIALIZED HOUSING INC VIII,420 PARK AVE,COOS BAY,OR,97420-2232,123682,712766
264575033,TERAS INTERVENTIONS AND COUNSELING,3945 SE HAWTHORNE BLVD,PORTLAND,OR,97214-5241,123624,16540
411262454,A K RICE INSTITUTE,818 SW 3RD 221-3660,PORTLAND,OR,97204-2405,123606,159154
204695171,HALPRIN LANDSCAPE CONSERVANCY,210 SW MORRISON ST,PORTLAND,OR,97204-3109,123451,27136
931305525,NORTHEAST OREGON COMPASSION CENTER INC,1250 HUGHES LANE,BAKER CITY,OR,97814-0000,123427,33968
455341099,OREGON LABOR CANDIDATE SCHOOL,3645 SE 32ND AVE,PORTLAND,OR,97202-3019,123409,83823
930571251,DECKER-FIELDS FOUNDATION,7585 STATE ST,SALEM,OR,97317-9044,123327,115058
813195809,DAVID DOUGLAS AQUATICS CLUB,13463 SE KANNE RD,HAPPY VALLEY,OR,97086-5910,123311,26872
911820468,COLUMBIA ALPACA BREEDERS ASSOCIATION,11785 SW RIVER RD,HILLSBORO,OR,97123-9313,123241,59688
936027273,WOODBURN AREA CHAMBER OF COMMERCE,PO BOX 194,WOODBURN,OR,97071-0194,123217,77779
474310479,WILDLIFE IMPACT,PO BOX 31062,PORTLAND,OR,97231-0062,123109,336212
912141467,ADOPT A FAMILY,9600 SW BARNES RD STE 200,PORTLAND,OR,97225-6666,123074,17688
931331876,J E Z FOUNDATION,2020 SW 4TH AVE STE 600,PORTLAND,OR,97201-4960,123064,1216756
931292905,TOTAL DEVELOPMENT CENTER,PO BOX 1811,WILSONVILLE,OR,97070-1811,122832,3647
931240218,A B A T E OF OREGON,PO BOX 4504,PORTLAND,OR,97208-4504,122815,77257
931303202,ARCHER GLEN ELEMENTARY PAC,16155 SW SUNSET BLVD,SHERWOOD,OR,97140-8202,122783,84664
943213736,CASA OF EASTERN OREGON INC,1995 3RD STREET,BAKER CITY,OR,97814-3359,122293,10279
273395052,SHELDON COLLEENS INC,1136 S 40TH CT,SPRINGFIELD,OR,97478-6570,122222,19988
930801217,MT BACHELOR KENNEL CLUB INC,PO BOX 6811,BEND,OR,97708-6811,122021,65787
270072019,OREGON SUZUKI INSTITUTE,PO BOX 230666,TIGARD,OR,97281-0666,121980,9004
943098613,NORTHWEST DANCE THEATER,19318 SW MOHAVE CT,TUALATIN,OR,97062-8554,121823,102906
930915874,OREGON VOLUNTEER FIREFIGHTERS ASSOCIATION,1284 COURT ST NE,SALEM,OR,97301-4125,121815,128444
930878596,OREGON HIGH SCHOOL RODEO ASSOCIATION INC,PO BOX 607,TERREBONNE,OR,97760-0607,121648,83096
237151063,FRIENDS CHURCH EXTENSION FUND,200 N MERIDIAN ST,NEWBERG,OR,97132-2714,121318,3604180
237154726,RAINIER SENIOR CITIZENS INC,48 W 7TH ST,RAINIER,OR,97048-2643,121284,64788
931262189,GRACE EPPERSON TESTAMENTARY CHARITABLE TRUST 03-13-96,4045 MELISSA DR,LAKE OSWEGO,OR,97034-7205,121212,355772
930794708,OREGON 4-H FOUNDATION,2815 TAYLOR RD,CENTRAL POINT,OR,97502-9802,121205,115338
931309645,FRIENDS OF REALMS,63175 O B RILEY RD,BEND,OR,97703-9003,121182,358475
911830046,PTA OREGON CONGRESS,19875 SW STAFFORD RD,WEST LINN,OR,97068-9338,121082,170308
931273704,CLATSOP ANIMAL ASSISTANCE,PO BOX 622,WARRENTON,OR,97146-0622,120999,148518
943140644,CANNON BEACH HISTORICAL SOCIETY,PO BOX 1005,CANNON BEACH,OR,97110-1005,120727,621269
753020474,WILLAMETTE JAZZ SOCIETY,PO BOX 12194,EUGENE,OR,97440-4394,120716,69233
930397191,SOUTHERN OREGON LABOR TEMPLE ASSOCIATION,4480 ROGUE VALLEY HWY,CENTRAL POINT,OR,97502-7004,120666,927619
43549245,ORANGE CRUSH WRESTING CLUB,PO BOX 882,CORVALLIS,OR,97339-0882,120616,61486
454725836,SCHOOLYARD FARMS,PO BOX 14135,PORTLAND,OR,97293-0135,120546,1639
930792553,UPPER ROGUE COMMUNITY CENTER INC,PO BOX 216,SHADY COVE,OR,97539-0216,120545,49784
931075960,PORTLAND LEATHER ALLIANCE,4110 SE HAWTHORNE BLVD,PORTLAND,OR,97214-5246,120410,293584
936029114,MULTNOMAH COUNTY DEPUTY SHERIFFS ASSOCIATION,12240 NE GLISAN ST,PORTLAND,OR,97230-2117,120403,306116
931034991,WATER FOR LIFE INC,PO BOX 4233,SALEM,OR,97302-8233,120363,75717
931324899,OREGON DEATH WITH DIGNITY POLITICAL FUND,520 SW 6TH AVE STE 1220,PORTLAND,OR,97204-1510,120122,57785
237309413,CENTRAL POINT AREA CHAMBER OF COMMERCE,650 E PINE ST STE 104C,CENTRAL POINT,OR,97502-2482,120121,72221
237089629,CROOK COUNTY HISTORICAL SOCIETY INC,246 N MAIN ST,PRINEVILLE,OR,97754-1852,120071,832754
311399194,CONGRESS OF CHIROPRACTIC STATE ASSOCIATIONS,699 JUNE DR,MOLALLA,OR,97038-9281,120001,233391
270445381,NORTH STAR COLLABORATIVE FOUNDATION,2314 NW SAVIER ST,PORTLAND,OR,97210-2514,120000,5108
931248016,NORTH STAR FOUNDATION,2314 NW SAVIER ST,PORTLAND,OR,97210-2514,119918,620646
270802580,OREGON KOREAN SCHOOL,7650 SW 81ST AVE,PORTLAND,OR,97223-7377,119834,54978
930401003,ALPHA GAMMA RHO FRATERNITY,331 NW 26TH ST,CORVALLIS,OR,97330-5420,119775,35389
931234637,CENTRAL OREGON SAFETY AND HEALTH ASSOCIATION,1230 NE 3RD ST STE 115,BEND,OR,97701-4374,119706,57093
931142642,ANIMAL RESCUE AND ADOPTION CENTER OF EASTERN OREGON,3212 HIGHWAY 30,LA GRANDE,OR,97850-5278,119699,88322
931133919,OREGON CHRISTIAN HOME EDUCATION,27880 SW BAKER RD,SHERWOOD,OR,97140-8409,119625,101395
930814440,ALBANY-MILLERSBURG ECONOMIC DEVELOPMENT CORPORATION,PO BOX 548,ALBANY,OR,97321-0161,119527,6754
930989382,WILD HOPE INC,15187 HIGHWAY 66,ASHLAND,OR,97520-9439,119478,45242
930912648,OREGON CITY YOUTH SPORTS INC,PO BOX 878,OREGON CITY,OR,97045-0059,119388,32161
736504648,BROOKINGS FLYING CLUB INC,PO BOX 302,BROOKINGS,OR,97415-0031,119320,252782
462929473,WIDE AWAKE INTERNATIONAL,6495 JOSEPH ST SE,SALEM,OR,97317-9160,119280,133814
930852734,SPRAGUE BOOSTERS INC,2373 KUEBLER RD S,SALEM,OR,97302-9403,119244,70046
134283533,CAT UTOPIA,101 NE 45TH ST,PENDLETON,OR,97801-3516,119002,1761048
272132905,WE CAN DO BETTER INC,PO BOX 13314,PORTLAND,OR,97213-0314,118879,93726
320264253,MUSIC CAMPS AT WALLOWA LAKE,PO BOX 636,LA GRANDE,OR,97850-0636,118699,40150
943180955,FAITH COMMUNITY NURSING-HEALTH MINISTRIES NORTHWEST,ROOM 2027,PORTLAND,OR,97227-0000,118542,82146
931328927,ENTREPRENEURS FOUNDATION OF THE NORTHWEST,309 SW 6TH AVE STE 212,PORTLAND,OR,97204-1725,118456,66456
911806376,CONFERENCE OF ST VINCENT DE PAUL SOCIETY OF MYRTLE CREEK,PO BOX 1258,MYRTLE CREEK,OR,97457-0130,118423,86036
371836550,SWEDEMOM CENTER OF GIVING,PO BOX 692,MCMINNVILLE,OR,97128-0692,118192,16389
931255991,SEASHORE FAMILY LITERACY,PO BOX 266,WALDPORT,OR,97394-0266,118018,519523
472594859,HERMISTON JUNIOR ACADEMY FOUNDATION,PO BOX 403,HERMISTON,OR,97838-0403,118003,537050
931269604,EVANS-KELLY FAMILY FOUNDATION,805 SW BROADWAY STE 1200,PORTLAND,OR,97205-3352,117916,178144
931220053,RECLAIMING VICTORY MINISTRIES INC,7440 SW HUNZIKER RD STE D,TIGARD,OR,97223-8237,117886,32923
263350335,LAURELHURST SOCCER CLUB INC,3439 NE SANDY BLVD STE 348,PORTLAND,OR,97232-1959,117882,37639
931156831,FRIENDS OF THE FLORENCE EVENTS CENTER,715 QUINCE ST,FLORENCE,OR,97439-9686,117787,58135
943101722,CEDAR MILL SCHOOL PARENT TEACHER CLUB INC,10265 NW CORNELL RD,PORTLAND,OR,97229-5248,117769,109289
930834498,CHRISTIAN HELP OF GOLD BEACH INC,PO BOX 377,GOLD BEACH,OR,97444-0377,117674,187542
930871100,OREGON CITY YOUTH FOOTBALL ASSOCIATION,PO BOX 1942,OREGON CITY,OR,97045-0017,117514,55789
453535051,TEDXBEND INC,70 SW CENTURY DR STE 100 # 155,BEND,OR,97702-3558,117451,378
930644305,OREGON REMODELERS ASSOCIATION,PO BOX 9025,PORTLAND,OR,97207-9025,117447,10069
930637016,KNIGHTS OF COLUMBUS,1555 14TH ST,BAKER CITY,OR,97814-3610,117224,93191
431957038,MYTH MEDIA,PO BOX 6582,PORTLAND,OR,97228-6582,117154,81832
203070208,ALBERTA RIDER ELEMENTARY SCHOOL PSO FOUNDATION,14850 SW 132ND TER,TIGARD,OR,97224-6118,117141,55966
510186089,SUNRIVER WOMENS CLUB,PO BOX 3334,SUNRIVER,OR,97707-0334,117138,89792
200047050,PAYE INC,316 SW WASHINGTON AVE,CORVALLIS,OR,97333-4406,117020,446073
931243952,NORTHWEST HABITAT INSTITUTE,PO BOX 855,CORVALLIS,OR,97339-0855,116649,29564
931289808,GOOD SAM GOSPEL AND MEDICAL INTERNATIONAL,3973 DILLARD RD,EUGENE,OR,97405-4591,116631,77571
20530982,SEVENTH PRINCIPLE PROJECT OF THE UUA,1034 SW 13TH AVE,PORTLAND,OR,97205-1702,116567,110039
931008583,MONUMENT SENIOR CITIZENS,55409 PAUL CREEK LN,LONG CREEK,OR,97856-7802,116537,168326
383348542,L & H FOUNDATION,PO BOX 1784,PORTLAND,OR,97207-1784,116411,900099
930826647,OREGON FRIENDS OF C G JUNG,811 NW 20TH,PORTLAND,OR,97209-1443,116120,122080
237128182,PTA OREGON CONGRESS,7700 SE REED COLLEGE PL,PORTLAND,OR,97202-8447,115928,90487
930916847,ASTOR STREET OPRY COMPANY,129 W BOND ST,ASTORIA,OR,97103-6019,115775,462317
931271520,SOUTHRIDGE HIGH SCHOOL BOOSTERS COUNCIL INC,9625 SW 125TH AVE,BEAVERTON,OR,97008-7755,115723,69831
930877996,OREGON SENIOR GOLFERS ASSOCIATION,14845 SW MURRAYSCHOLLS DR110PMB208,BEAVERTON,OR,97007-9237,115709,19810
237090198,PACIFIC NORTHWEST SHIPPERS ADVISORY BOARD,1980 WILLAMETTE FALLS DRIVE 120-282,WEST LINN,OR,97068-4670,115687,63538
800019915,CORVALLIS DAYTIME DROP-IN CENTER,316 SW WASHINGTON AVE,CORVALLIS,OR,97333-4406,115677,22458
930987733,LIGHTHOUSE JAZZ SOCIETY LTD,PO BOX 813,SEASIDE,OR,97138-0813,115657,73743
237359693,KIWANIS FOUNDATION INC REDMOND,PO BOX 253,REDMOND,OR,97756-0041,115455,490031
931279631,COLUMBIA GORGE RACING ASSOCIATION,709 N COLUMBIA BLVD,PORTLAND,OR,97217-1013,115400,122592
931116641,PREGNANCY HOPE CENTER,2421 WASHBURN WAY STE A,KLAMATH FALLS,OR,97603-4531,115301,40604
936031801,ROTARY INTERNATIONAL,PO BOX 94,LAKE OSWEGO,OR,97034-0013,115298,70525
931144215,MINDFREEDOM INTERNATIONAL,PO BOX 11284,EUGENE,OR,97440-3484,115122,109197
930825788,TILLAMOOK COUNTY FAMILY YMCA FOUNDATION,610 STILLWELL AVE,TILLAMOOK,OR,97141-3752,114990,1442923
260434627,COOS BAY SCHOOLS COMMUNITYFOUNDATION,PO BOX 873,COOS BAY,OR,97420-0206,114698,362162
264769427,CRESWELL CLUBHOUSE,996 A ST,CRESWELL,OR,97426-9633,114619,22237
205488335,FRIENDS OF PIR INC,PO BOX 55626,PORTLAND,OR,97238-5626,114509,43878
936032414,VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF OREGON,PO BOX 992,BANDON,OR,97411-0992,114375,388399
464703589,RIVERS OF LIFE CENTER,19605 RIVER RD UNIT 7,GLADSTONE,OR,97027-4205,114232,7562
930919492,OBO ADDY LEGACY PROJECT,7725 N FOWLER AVE,PORTLAND,OR,97217-5930,114199,3062
208222035,HILLSBORO POLICE OFFICERSASSOCIATION,PO BOX 3190,HILLSBORO,OR,97123-1938,114187,217789
813934437,BUILT OREGON,430 SW 13TH AVE APT 2305,PORTLAND,OR,97205-2376,114121,94174
200070040,BRIDGE HOUSING CORPORATION,9500 SW BARBUR BLVD STE 115,PORTLAND,OR,97219-5425,114042,1252415
936030702,GRANDE RONDE SYMPHONY ASSOCIATION,PO BOX 824,LA GRANDE,OR,97850-0824,114042,249880
